0	0	0.595704815	0.404295185
0	1	0.369025431	0.630974569
0	0	0.675791989	0.324208011
0	0	0.66478688	0.33521312
0	0	0.665588647	0.334411353
0	0	0.736605585	0.263394415
0	0	0.72587627	0.27412373
0	0	0.71502173	0.28497827
0	0	0.694321242	0.305678758
0	0	0.735653796	0.264346204
0	0	0.643640434	0.356359566
0	0	0.520114139	0.479885861
0	0	0.672056263	0.327943737
0	1	0.483905562	0.516094438
0	0	0.772204304	0.227795696
0	0	0.742346413	0.257653587
0	0	0.598711686	0.401288314
0	0	0.663716378	0.336283622
0	0	0.66465316	0.33534684
0	0	0.648624839	0.351375161
0	0	0.685938684	0.314061316
0	0	0.585671521	0.414328479
0	0	0.605324316	0.394675684
0	0	0.695042379	0.304957621
0	0	0.73683834	0.26316166
0	0	0.722741232	0.277258768
0	0	0.756944477	0.243055523
0	0	0.749209364	0.250790636
0	1	0.491200909	0.508799091
0	0	0.643273362	0.356726638
0	0	0.652444111	0.347555889
0	0	0.65516024	0.34483976
0	0	0.657956298	0.342043702
0	0	0.519789657	0.480210343
0	0	0.55939326	0.44060674
0	0	0.553173174	0.446826826
0	0	0.649900074	0.350099926
0	0	0.655137647	0.344862353
0	1	0.497025035	0.502974965
0	0	0.603363598	0.396636402
0	0	0.751494703	0.248505297
0	0	0.70385017	0.29614983
0	0	0.745508671	0.254491329
0	0	0.646685159	0.353314841
0	0	0.669715812	0.330284188
0	0	0.678742753	0.321257247
0	0	0.776467852	0.223532148
0	0	0.604463926	0.395536074
0	0	0.751121014	0.248878986
0	0	0.806136691	0.193863309
0	0	0.630019391	0.369980609
0	0	0.648693209	0.351306791
0	0	0.711750294	0.288249706
0	0	0.600752138	0.399247862
0	0	0.591918006	0.408081994
0	0	0.644190726	0.355809274
0	0	0.66445253	0.33554747
0	0	0.63218454	0.36781546
0	0	0.789231614	0.210768386
0	0	0.653622331	0.346377669
0	0	0.789331404	0.210668596
0	0	0.757385756	0.242614244
0	0	0.629786265	0.370213735
0	0	0.707029403	0.292970597
0	1	0.384237615	0.615762385
0	0	0.64134348	0.35865652
0	0	0.666389458	0.333610542
0	0	0.557395883	0.442604117
0	1	0.380294126	0.619705874
0	0	0.631882203	0.368117797
0	0	0.517992228	0.482007772
0	0	0.657123128	0.342876872
0	0	0.61030632	0.38969368
0	0	0.609521188	0.390478812
0	0	0.646113741	0.353886259
0	0	0.740947686	0.259052314
0	0	0.526500145	0.473499855
0	0	0.778957242	0.221042758
1	0	0.620035757	0.379964243
1	0	0.748833388	0.251166612
1	1	0.279408003	0.720591997
1	1	0.335034867	0.664965133
1	1	0.394006943	0.605993057
1	1	0.36621249	0.63378751
1	1	0.409725563	0.590274437
1	1	0.446950416	0.553049584
1	1	0.330328429	0.669671571
1	1	0.37486539	0.62513461
1	1	0.36895558	0.63104442
1	1	0.35633663	0.64366337
1	1	0.199327947	0.800672053
1	1	0.170088525	0.829911475
1	1	0.394150211	0.605849789
1	1	0.342696645	0.657303355
1	1	0.346173937	0.653826063
1	1	0.36498323	0.63501677
1	1	0.352949353	0.647050647
1	1	0.289852607	0.710147393
1	1	0.387009547	0.612990453
1	1	0.409266126	0.590733874
1	1	0.390002907	0.609997093
1	1	0.33534684	0.66465316
1	1	0.38048268	0.61951732
1	1	0.434134997	0.565865003
1	1	0.351580308	0.648419692
1	1	0.238521951	0.761478049
1	1	0.173116362	0.826883638
1	1	0.382937151	0.617062849
1	1	0.337937275	0.662062725
1	1	0.364450324	0.635549676
1	1	0.364265043	0.635734957
1	1	0.322610659	0.677389341
1	1	0.336663162	0.663336838
1	1	0.370353639	0.629646361
1	1	0.36816432	0.63183568
1	1	0.389408319	0.610591681
1	1	0.380883478	0.619116522
1	1	0.378057816	0.621942184
1	1	0.303433667	0.696566333
1	1	0.376225553	0.623774447
1	1	0.345585695	0.654414305
1	1	0.365238216	0.634761784
1	1	0.342043702	0.657956298
1	1	0.405017914	0.594982086
1	1	0.341391357	0.658608643
1	1	0.215041469	0.784958531
1	1	0.398169033	0.601830967
1	1	0.375170083	0.624829917
1	1	0.313932075	0.686067925
1	1	0.315096287	0.684903713
1	1	0.347918794	0.652081206
1	1	0.370540212	0.629459788
1	1	0.400039627	0.599960373
1	1	0.249440223	0.750559777
1	1	0.286284163	0.713715837
1	1	0.426511146	0.573488854
1	1	0.2004635	0.7995365
1	1	0.27651795	0.72348205
1	1	0.304068126	0.695931874
1	1	0.355167748	0.644832252
1	1	0.342696645	0.657303355
1	1	0.38933699	0.61066301
1	1	0.364774662	0.635225338
1	1	0.35484718	0.64515282
1	1	0.372945772	0.627054228
1	1	0.391907778	0.608092222
1	1	0.307997053	0.692002947
1	1	0.267586964	0.732413036
1	1	0.351443538	0.648556462
1	1	0.279649674	0.720350326
1	1	0.311074651	0.688925349
1	1	0.275898207	0.724101793
1	1	0.355969737	0.644030263
1	1	0.295962263	0.704037737
1	1	0.294048877	0.705951123
1	1	0.289564519	0.710435481
1	1	0.3107747	0.6892253
1	1	0.416295383	0.583704617
1	1	0.40131234	0.59868766
1	1	0.147795117	0.852204883
